ID,business_id,city,state,postal_code,latitude,longitude,review_count,EthnicType,stars
1361,EosF_LUsz19yvqkAMYLltA,Phoenix,AZ,85018,33.5108992,-111.9861,28,Italian,3.5
1363,rTicAE1mbLnyMuUrUFD6WA,Phoenix,AZ,85032,33.625558,-111.979556,30,Japanese,3
1366,SSFI9syOoz84W9UnptYEPg,Phoenix,AZ,85040,33.4052285,-111.9788482,37,Italian,2
1367,cJ5i4V6_VKjkOeEHD4ENeQ,Las Vegas,NV,89113,36.05590834,-115.2779294,39,Mexican,3
1370,tMkLVD60GqCgQ392GWPHIA,Phoenix,AZ,85018,33.47976081,-111.9958332,18,Mexican,3
1374,hFT3HuxVZJb1uYEsYfp-0A,Las Vegas,NV,89146,36.15974227,-115.2327381,62,Mediterranean,5
1376,Ag1S9ttGzV0oikz80pRPbA,Phoenix,AZ,85013,33.4799848,-112.0765481,40,Hawaiian,4.5
1377,Rj-7ymdw8aNZBRqGRAjR3Q,Las Vegas,NV,89109,36.12751224,-115.168869,666,Mexican,4
1378,dYpnpMZowfGsCisHhABPZg,Las Vegas,NV,89123,36.0512304,-115.1714179,77,Japanese,3
1379,fJaMLu7ApaguE8tLmGR-jw,Phoenix,AZ,85035,33.46670197,-112.1680341,7,American,2.5
1380,k_luboaCkZRUo5KL7phVvQ,Las Vegas,NV,89148,36.03782034,-115.2974441,4,American,5
1381,JZKefaX9VXvmkcfMmbyrEg,Phoenix,AZ,85053,33.6400769,-112.1292927,48,Mexican,3.5
1382,FogTa-wmjhVnJCoTiaxvZA,Phoenix,AZ,85012,33.5126732,-112.0740998,940,Italian,4.5
1385,y1Bf_dA_FUggDqYoFSdGfQ,Phoenix,AZ,85033,33.4807958,-112.2046676,8,American,3
1387,jfmyj519pg2flxGEQ2xdPg,Las Vegas,NV,89102,36.12595532,-115.2034313,445,Chinese,3.5
1388,b_2SSLpmL8rWUhwGETseFA,Las Vegas,NV,89130,36.20313644,-115.1998825,21,Mexican,4.5
1389,86xm0Q8iX5ZjODWMkvwnxA,Las Vegas,NV,89109,36.1087848,-115.1721196,19,American,2.5
1392,E62l6LwZJ7lKaExcUbrtYw,Las Vegas,NV,89147,36.1129308,-115.2613745,615,Japanese,4
1393,N-L7ISdndWsIWdK0fn29wg,Las Vegas,NV,89109,36.1229174,-115.1685253,101,Indian,3.5
1396,HfuIfYB_CxMAAJiEnxDl9w,Las Vegas,NV,89149,36.2725324,-115.2667252,396,Japanese,3.5
1397,oGWPnueWsvzQ47tAQvWHUQ,Las Vegas,NV,89101,36.16959533,-115.1156098,4,Mexican,5
1398,82kehL5xSvGbLYTmF_f2Vg,Las Vegas,NV,89110,36.16473501,-115.0607505,24,Mexican,3
1400,CTsLzuZ_AR841SiSacdEvg,Las Vegas,NV,89101,36.17396697,-115.1183161,24,Chinese,4
1402,kkD5pal9rRzE4PjeYSL9mA,Las Vegas,NV,89110,36.1662399,-115.0617258,15,Mexican,2.5
1406,aNoJLiE3RGalv0WZU3jpZA,Phoenix,AZ,85027,33.66666555,-112.1234419,35,Hawaiian,5
1407,qsdHK1eQtXmAJNdVJxiC3w,Las Vegas,NV,89134,36.2067845,-115.3023741,129,Chinese,3
1408,DZfFFSVFVJVxs3vfFVVf0w,Phoenix,AZ,85022,33.641656,-112.068766,190,Italian,4
1410,DB9BRdu7is0AK1DvcuKlcw,Las Vegas,NV,89147,36.11572161,-115.2990318,261,American,4
1414,9gLFnkwRiSppOBu3Snxkgw,Phoenix,AZ,85053,33.6400309,-112.1296997,57,American,3.5
1421,giCq1MmW-_S2tvNOAHvJcQ,Phoenix,AZ,85018,33.50912294,-112.0126288,71,Mexican,4.5
1422,JCZEK7wiazoM6xiq8YeZyw,Phoenix,AZ,85040,33.412592,-111.996111,102,American,4
1425,UAMTM6LMA2on079oBMFBPQ,Las Vegas,NV,89139,36.0458007,-115.2440943,288,Mediterranean,3.5
1427,HJdcjuoTcaf3aBPBxYPc5g,Las Vegas,NV,89146,36.15937111,-115.2201971,12,Hawaiian,3.5
1428,xtkApGzfGU4JVjq5FAaxDQ,Phoenix,AZ,85021,33.5535654,-112.1036245,73,American,3.5
1431,dA_Xl2A45YVc9nnYLK0oqA,Las Vegas,NV,89102,36.14408998,-115.1607798,33,Chinese,3
1433,QdvROupQvDDQIaHrTGNgKA,Phoenix,AZ,85008,33.45523208,-111.9890148,265,Chinese,3.5
1434,QDF7w0casJ78PcPmtMDISw,Las Vegas,NV,89121,36.0990599,-115.1024835,150,Thai,4
1437,oqmdX4OskD9-9YGGsYw6LA,Las Vegas,NV,89109,36.12717449,-115.1725031,7,Italian,2.5
1438,HyKxWC9PrqlODjO-CBCIZA,Las Vegas,NV,89169,36.1060193,-115.1510758,304,Italian,3.5
1439,JJpoHl5mxJHwbaix71mfyg,Las Vegas,NV,89119,36.08569903,-115.1395432,108,American,3
1440,TH_Vr8_LCnAXFDUqSkF-HA,Phoenix,AZ,85033,33.4952901,-112.202146,269,Mexican,4
1442,_cBlppMDZYXS-Bjj4l9qtw,Las Vegas,NV,89101,36.1883174,-115.1161999,8,American,3
1443,5i-SK1EztIn6YnhcRvatTQ,Las Vegas,NV,89109,36.1092406,-115.1784884,12,American,3
1444,8RFT1woy0WnTp62ndVJgow,Las Vegas,NV,89110,36.17278707,-115.0642101,66,American,3.5
1445,ROuiI7sWhEMLodSylU2Qpg,Phoenix,AZ,85017,33.5097305,-112.1338454,109,Mexican,3.5
1447,ngIcoAQTtsDIWuBQcjdHOQ,Phoenix,AZ,85040,33.401713,-112.0471718,22,Mexican,4.5
1448,HhVmDybpU7L50Kb5A0jXTg,Las Vegas,NV,89109,36.11808023,-115.1724324,2674,African,3.5
1452,QJ6GXAAMkgCZPF0bZk0xLw,Las Vegas,NV,89130,36.24778871,-115.2096527,351,Greek,4
1453,oi3FWENKZ5y_bDCpEb8yOw,Las Vegas,NV,89109,36.12657638,-115.1669352,397,American,3.5
1455,DkttCY9pgiJfpPt7MrB2KA,Las Vegas,NV,89102,36.14266339,-115.2094891,27,Greek,3
1457,E9Bq0UKtg3tB1yr2QXZ0Dg,Las Vegas,NV,89145,36.16737169,-115.2859813,104,American,3.5
1458,nzUvzv8fOuEioaOlL1G2uw,Las Vegas,NV,89103,36.11617548,-115.2256283,31,Asian Fusion,2.5
1459,UNI1agsPX2k3eJSJVB91nw,Las Vegas,NV,89102,36.12659258,-115.206306,1520,American,4
1464,wpnLPAnkMEb1NpC3xiD_qg,Las Vegas,NV,89101,36.1731487,-115.1449433,601,Asian Fusion,4
1467,QVcSKzl47nrO_LWFzz5AJQ,Las Vegas,NV,89102,36.1517469,-115.2053706,9,American,5
1468,G9h56Qy5DudCqKBmbPWyzQ,Las Vegas,NV,89103,36.1027192,-115.201984,39,Italian,2.5
1469,vbVJzKDhHlhMnKRpES5QzQ,Las Vegas,NV,89103,36.1250583,-115.1923002,209,Chinese,4
1470,wNya6ItPXXde2ulzm_tNQw,Las Vegas,NV,89148,36.095921,-115.296673,40,Chinese,3.5
1471,5-s0ESpKQeI50QIgcz8GGQ,Phoenix,AZ,85003,33.4474533,-112.0745574,110,American,3
1472,MpT8KheTjs7TSDWIoMUFxg,Las Vegas,NV,89183,36.0115778,-115.1381327,110,Asian Fusion,4
1475,REbr-5VuKm9yGFWstjuceg,Las Vegas,NV,89103,36.1151285,-115.2015053,12,French,3.5
1476,WO3L0pmtAO8ozspmaVdHIg,Las Vegas,NV,89101,36.1710681,-115.1431353,78,Chinese,3
1479,1F4T9e6bRFwL11wnNxW4Ng,Phoenix,AZ,85018,33.48005656,-111.9978388,27,Chinese,2.5
1481,06MlxbtB4ZYeg_ri02RIAQ,Las Vegas,NV,89102,36.1450236,-115.2075863,53,Mexican,2.5
1483,6SfNZP1oqiQV1AYLK9A8WA,Phoenix,AZ,85013,33.480132,-112.0824789,36,Chinese,3
1484,RnAb4KkRDmWUBWhhZhugZQ,Las Vegas,NV,89113,36.0530574,-115.2798102,198,Hawaiian,4
1487,b-RSw4G3HJvGfwvRLzuLPw,Las Vegas,NV,89109,36.1229174,-115.1685253,214,American,4.5
1491,pdWnWH3SnjTTkRZx0y2wSw,Phoenix,AZ,85016,33.4818808,-112.0298819,10,Chinese,2
1492,6e0Abng1LRexKI4LRJTX_A,Las Vegas,NV,89131,36.2973022,-115.2704506,90,Mexican,4
1493,FwDthqY_Iy0Up0cpTP0AKg,Phoenix,AZ,85017,33.481353,-112.134644,9,Mexican,4.5
1494,kblFxfo_xnMUZF0U0aGXQw,Phoenix,AZ,85016,33.53733359,-112.0470649,347,Japanese,3.5
1496,TZl7YBuzo5awZP8QJDLg_w,Phoenix,AZ,85014,33.5289148,-112.064517,89,Mexican,3.5
1499,VF-LwjutNE-1pwMyKvYWvw,Phoenix,AZ,85040,33.3928071,-112.070752,8,Mexican,2
1501,fKxdy5SiWcSvYrLdxtYdmA,Phoenix,AZ,85034,33.4244496,-111.9802141,10,American,2.5
1502,oN_A87dyVD2FBk7coLnhCg,Las Vegas,NV,89113,36.0418375,-115.2441863,193,Mexican,4.5
1503,HQcel0uvg7N7KfhHJChfSQ,Las Vegas,NV,89102,36.12592,-115.198097,958,Japanese,3.5
1505,OlWWHMKPSroPqnLd1I5ujg,Las Vegas,NV,89102,36.159466,-115.2305793,61,American,2.5
1506,YuiM5VKscO8rS1EX7f19_g,Las Vegas,NV,89119,36.09125341,-115.1768811,1020,French,4
1507,xvfAxe6F0azYjfLSm8ISMA,Las Vegas,NV,89183,36.011877,-115.175816,143,Italian,3.5
1508,fAlKTsfsUF6A5iujEI2Z1w,Las Vegas,NV,89109,36.117683,-115.171248,527,Italian,4
1511,qpaX3qOHBSOAEDUcIs8SPQ,Las Vegas,NV,89102,36.15859989,-115.2042446,203,American,4
1512,4KmrrhtfnngTVFa2d5LAjg,Las Vegas,NV,89109,36.127858,-115.165969,389,Italian,3.5
1513,2z7xERz1Nonyw8Kjr4SffA,Phoenix,AZ,85018,33.47987117,-111.983118,114,Mexican,4.5
1514,nRNWaEuPtfcyR8pI-LnASA,Las Vegas,NV,89106,36.1643156,-115.1574463,5,Italian,3
1515,MQsccAhTxdd2Y5JBKjrT9w,Phoenix,AZ,85054,33.6537606,-111.9283976,103,American,3.5
1516,BuFYIRXZNc0Ti-JSQ-QdvA,Las Vegas,NV,89148,36.06959429,-115.2983955,64,American,2
1517,GU0zNpgisY-pV3U2Sfdp6A,Las Vegas,NV,89183,36.010762,-115.171766,150,American,4
1518,#NAME?,Las Vegas,NV,89102,36.1265983,-115.1977838,742,Vietnamese,4
1519,yYMTMtguT90BfMJVxasFuw,Las Vegas,NV,89117,36.14478759,-115.2949714,154,Chinese,4
1523,77AfVfvvjfQXslusY8QElg,Las Vegas,NV,89119,36.1143535,-115.1218477,28,American,3.5
1524,RemVo5yYDk57dKdZwXMyVg,Phoenix,AZ,85018,33.4946209,-111.9875134,9,Greek,3.5
1525,5CJOaZc8Muu8WothauxQ4g,Las Vegas,NV,89169,36.1102226,-115.155311,66,Italian,3.5
1528,rx1AEnleVRWMNz6vB-YhfQ,Las Vegas,NV,89145,36.1611511,-115.2453624,98,Chinese,3.5
1531,EdY6q0CO2mlATpoTFkvHAw,Las Vegas,NV,89147,36.12175389,-115.3143929,269,Chinese,4
1532,EQZHjgxpepRMnzo3hGdLMA,Phoenix,AZ,85006,33.4633481,-112.0640507,16,American,3.5
1534,k0iSRXXqw49yugl8UUpbsw,Las Vegas,NV,89123,36.0415682,-115.1215253,73,American,4.5
1536,XZ7eQLjyGXf6y69UT4SGhg,Las Vegas,NV,89147,36.1250753,-115.2979728,248,French,4.5
1542,D9R7jF8OhyGsXLzAeCTK0g,Phoenix,AZ,85040,33.3999147,-112.0006409,3,Greek,5
1544,8F-UdXe_YylX3k0L1SEiRg,Las Vegas,NV,89102,36.12569199,-115.1899324,396,Vietnamese,2
1545,FMnH5WIRLyexBYMBUUnDxQ,Las Vegas,NV,89135,36.156348,-115.334471,722,American,4
1546,ejcVeQztxXY6NX2O2SE0Rw,Las Vegas,NV,89147,36.1194254,-115.2798389,42,American,3
1547,uW6UHfONAmm8QttPkbMewQ,Las Vegas,NV,89113,36.041786,-115.278235,1142,Hawaiian,4.5
1548,yRvmDKX-Ocgd8zq_iMgujA,Phoenix,AZ,85004,33.4474723,-112.0732602,216,American,4
1550,wHq1efQVz17338k_aUOX3w,Phoenix,AZ,85003,33.465462,-112.078017,266,American,4
1551,Gh1BoQNMGkh91pSHqvDRAA,Las Vegas,NV,89148,36.0949947,-115.2982015,368,Thai,4
1552,3kVThNUM1mzz1lBtxdSJxw,Phoenix,AZ,85004,33.475583,-112.074115,96,American,2.5
1555,m1Y47fK3vWCJXV3TdCn_Xw,Phoenix,AZ,85050,33.67490415,-111.9800813,408,Mediterranean,3.5
1559,xImiQIhC2ZBDEy7LhpQ4nQ,Phoenix,AZ,85034,33.43726786,-111.9943889,347,American,4
1560,93cSBol4_mnfzxIfG9RCDA,Phoenix,AZ,85339,33.3789781,-112.1353818,29,Mexican,4
1564,2nEhcvxBZk2W4x_fi0cYxw,Las Vegas,NV,89110,36.1813688,-115.0793818,13,Mexican,2.5
1565,umrDQGRNied77aVg29_fVw,Phoenix,AZ,85034,33.43653766,-112.0487169,475,Asian Fusion,4
1566,UNsvHecpu_sPBeQGFxSCUA,Las Vegas,NV,89120,36.0972977,-115.1013785,5,Thai,4.5
1567,nUYFVybkp6HqY4wf8sNy5A,Phoenix,AZ,85031,33.49570763,-112.1538351,3,Mexican,5
1572,KY5-vGUZhDmDi1ieXRUmmw,Las Vegas,NV,89110,36.174046,-115.062132,7,Mexican,3.5
1578,c-NXKTJ0jrrusTPxJAUwvA,Las Vegas,NV,89135,36.14573362,-115.333382,237,American,2.5
1580,EV1jAj7NFNmNIqOnwZ4Acw,Phoenix,AZ,85003,33.44741883,-112.0740086,457,American,3.5
1581,6jDD-Z8QcsKTdIDWwM8gog,Las Vegas,NV,89147,36.1016027,-115.3142208,123,Italian,4
1583,1Z5S_Lkcl6vA3ZvrAG91TA,Las Vegas,NV,89146,36.1588302,-115.2111651,272,American,4.5
1584,FqXwm6UpihHY7Ha-pr4y6Q,Las Vegas,NV,89103,36.1147889,-115.2015722,223,Italian,4
1585,NM46GnLtWWocCu2o1iCuSA,Phoenix,AZ,85042,33.3927355,-111.9805425,8,Mexican,5
1586,bWjAFePgWj4op9VwUtKU6w,Phoenix,AZ,85007,33.45143409,-112.0976658,3,Chinese,3.5
1587,iVBpGb7x55toxxL81PB2wA,Las Vegas,NV,89148,36.08393868,-115.2968804,31,Hawaiian,4
1588,Jur1iiejUFw_YCkfDfy1gQ,Las Vegas,NV,89146,36.1435449,-115.2163036,766,Chinese,3.5
1590,SEMvJDVnDB4NoPW6tXXO_Q,Las Vegas,NV,89139,36.04782017,-115.244066,386,Korean,4.5
1593,uTn8bL6sabHD2916u5mvkA,Las Vegas,NV,89135,36.14591625,-115.3335104,22,Chinese,3.5
1596,SwR7N8LjiSb0d4GWCCIKdA,Las Vegas,NV,89148,36.0992374,-115.3012641,22,Vietnamese,3.5
1597,qfr7bHu1-VXUTQWXoSMf9g,Phoenix,AZ,85050,33.6790861,-111.9767717,86,American,2.5
1598,Mypk1XBD6PQ77zLXyMiKhg,Phoenix,AZ,85003,33.4654694,-112.0821769,72,Hawaiian,4
1599,EUQoB_ph7_xIyj7JZGI3bg,Phoenix,AZ,85016,33.4962555,-112.0205287,348,Italian,3.5
1601,S-oIZWzHhTRF3iqqQMvYoA,Las Vegas,NV,89149,36.2813438,-115.2872561,112,Mexican,3.5
1605,zbrFk-4ejesAJD8EwcdHxg,Phoenix,AZ,85032,33.6329335,-112.031367,298,Mexican,3.5
1607,_yAYxyEBMIbqFL8pubaf_g,Las Vegas,NV,89117,36.14356,-115.26095,11,Mexican,4
1608,mz1zD5_eqyCQNuzAqB_iKg,Las Vegas,NV,89146,36.1588302,-115.2111651,198,Mexican,4.5
1609,H_CKS6wY2_uFWJrHhCZBMA,Las Vegas,NV,89109,36.09564965,-115.1763203,68,American,4
1613,4Ed3F19uxlXg4gNNFAuojw,Phoenix,AZ,85035,33.468226,-112.221156,15,Mexican,3
1615,AtD6B83S4Mbmq0t7iDnUVA,Las Vegas,NV,89146,36.12539669,-115.2115631,803,Chinese,4.5
1616,AVA3AwMEHfLY9anV3WgDXA,Las Vegas,NV,89118,36.05561822,-115.242775,87,Mexican,2.5
1617,yNPh5SO-7wr8HPpVCDPbXQ,Phoenix,AZ,85004,33.44739173,-112.072831,1526,American,4
1620,v9u0NgjA4iQeKGevFnYSCA,Phoenix,AZ,85016,33.52302217,-112.0232474,441,American,3.5
1623,mss-LiOfL1vtoNo3WoEoJw,Phoenix,AZ,85003,33.43616902,-112.0775883,90,Mexican,5
1624,Y92gs-2nwUuioEdtkrOfdw,Phoenix,AZ,85037,33.4947065,-112.2919195,31,Mexican,4
1626,9enpsB9cGGzX0Log6Y8OrQ,Phoenix,AZ,85004,33.44949913,-112.073368,15,American,4
1628,1zH3_Agw8CTgSmKgg4JNmg,Phoenix,AZ,85003,33.4494906,-112.0741197,65,Korean,3.5
1629,fIaDNl_mv6Oz3Ro4sil_Qw,Las Vegas,NV,89102,36.12655678,-115.2038644,23,Mexican,4
1630,bEZalv7kVGhiCd0WK4uFSw,Phoenix,AZ,85006,33.451096,-112.030703,29,Mexican,3.5
1631,USMzHt3XL3nPXVVOfRw1-g,Las Vegas,NV,89139,36.0432117,-115.2087027,85,American,3.5
1632,tCYAxj5_pV4RnDpe3_5VpA,Las Vegas,NV,89129,36.21951124,-115.3255732,366,Japanese,4
1633,9SHoWGXsGOCa5hOjBOzPtg,Las Vegas,NV,89108,36.1958234,-115.2248005,42,Chinese,2
1634,88vF_9_X9dJwZ7w-hwtMow,Las Vegas,NV,89119,36.0839998,-115.1537389,36,American,3
1635,kXl44keW3wZaJpjEqHk30g,Las Vegas,NV,89115,36.2415413,-115.0793964,147,Mexican,3.5
1636,sQMYpoH3d_m0LKpaeRBNRA,Las Vegas,NV,89109,36.127719,-115.174595,7,French,4.5
1637,_B3jnaQVtDXqydea1y92fQ,Phoenix,AZ,85051,33.578692,-112.1182099,207,American,3.5
1639,HfxMovSXJZVqL514iUD02g,Las Vegas,NV,89118,36.0989014,-115.20846,65,American,4
1640,bvtck6zoM3bJVJyucDB0yQ,Las Vegas,NV,89169,36.1062361,-115.1561494,14,American,2.5
1641,ku9ak9cQnIGBCXBtRd61tQ,Phoenix,AZ,85020,33.5612361,-112.0737398,263,American,4
1642,MQD3EvzB7C8zol6kBxBrSg,Las Vegas,NV,89113,36.0546591,-115.2620978,41,Asian Fusion,4.5
1644,xk-fOf_M39kDTgzfVgu0Tw,Las Vegas,NV,89131,36.1699021,-115.1395318,288,American,4
1646,SLVjLgWfUqgaXtmc0wmLiw,Las Vegas,NV,89169,36.13022154,-115.119842,12,American,3
1648,AiXzyI2Xehh-1yvbB-WcYw,Las Vegas,NV,89122,36.112237,-115.0615555,8,Chinese,2.5
1651,Dn_x7Fiy4OEmCKHpeAV1Rg,Las Vegas,NV,89115,36.2403674,-115.0800902,16,American,3.5
1652,0LhYg3iOF9IU2Ut8IL84TQ,Phoenix,AZ,85003,33.4603691,-112.074312,180,American,4
1653,44xBONbuMSghULXXEnl-Lw,Las Vegas,NV,89119,36.1157101,-115.1373693,51,Hawaiian,3
1656,5l-yKN13VwfPwuSiBIqdJQ,Las Vegas,NV,89030,36.202835,-115.1198268,56,Mexican,3.5
1658,sS__otwzn0INyR_5Dimfdg,Phoenix,AZ,85007,33.46557834,-112.0963351,98,Mexican,4
1659,A_CXVdyJCE6nyxwbd6fNwg,Las Vegas,NV,89119,36.090754,-115.1766701,179,American,4
1661,ibOX3CypYVz0nJhCN5Wmcw,Phoenix,AZ,85017,33.4798105,-112.1188542,35,Mexican,3
1663,dC2Uku3Q41gSTjc2WnZZAA,Phoenix,AZ,85033,33.4807848,-112.2028786,3,Italian,1
1664,Kykw3ho8wHtLV6gr9qbWTg,Phoenix,AZ,85032,33.5973156,-111.9815688,219,Italian,4
1665,Zdg1CnOe2zVDf5Egzf9RXw,Las Vegas,NV,89109,36.120832,-115.171846,208,American,2.5
1668,GarQqqVFnqe5DjKK0JL9sQ,Phoenix,AZ,85032,33.5972816,-112.0142611,34,Italian,3.5
1669,6Tq13q3Ib17gSgP0zki3EA,Las Vegas,NV,89107,36.17980393,-115.2048959,13,Mexican,4.5
1671,fK6Y7qF0ek4iR_Dt46nxuA,Phoenix,AZ,85033,33.49391381,-112.1858569,16,American,3.5
1674,ElWzx5_fU8S2G45OnM-HpA,Phoenix,AZ,85012,33.48542295,-112.0691904,603,Italian,4
1675,FhIeCF6QrsLaRvAeu0oEPQ,Las Vegas,NV,89130,36.27472555,-115.245787,364,American,3.5
1677,pUX9gzo1Tf4vRv7hX0eP1g,Las Vegas,NV,89103,36.12296145,-115.2085036,27,Mexican,4
1679,RMEYQsiGJaol3sxufqwnnw,Las Vegas,NV,89119,36.0838389,-115.148385,17,American,1.5
1682,5qG4UHurI1yEozwn25WAFw,Las Vegas,NV,89103,36.119665,-115.19129,107,American,4
1683,OUSHMxGGyGXpah3qVPyBdw,Phoenix,AZ,85006,33.46546665,-112.0635784,47,American,3
1684,rLTa-PztQLafDf70aKrNOA,Phoenix,AZ,85022,33.6400071,-112.0472217,70,Mexican,3.5
1685,V9Yta_aOk2-bQm5PiYhOsQ,Phoenix,AZ,85033,33.4806244,-112.2210753,17,Chinese,2.5
1686,Cl-xl1vTUwHeaGgBxzdTRA,Las Vegas,NV,89135,36.16021403,-115.321554,136,Chinese,4
1687,CvpXZRF-I7wfm19dW1jOXA,Las Vegas,NV,89135,36.1592907,-115.3509522,182,Italian,3.5
1689,nS6QENxe6YODNrQ45bpC-A,Las Vegas,NV,89102,36.1308989,-115.1907847,156,Mediterranean,3
1690,bkZVphD4miecxL2PalLi8w,Phoenix,AZ,85027,33.6551102,-112.081677,99,Japanese,4
1691,OYaL_-uxBCgrE94uNQ4VCA,Las Vegas,NV,89130,36.2744842,-115.2525559,96,Italian,4
1694,LEWWOa9E-98t4arAxzA8EA,Phoenix,AZ,85016,33.480517,-112.014914,4,Mexican,3
1695,1CWMNSTRMejdSyXBG2chNg,Las Vegas,NV,89183,35.999495,-115.128018,127,American,3.5
1696,ECOkEVUodMLUxvI0PMI4gQ,Las Vegas,NV,89109,36.122643,-115.170356,2094,Asian Fusion,3
1699,2XkVexeY_8zyc9nriSElQg,Las Vegas,NV,89121,36.10020889,-115.1151449,173,Mexican,4
1700,6We2O5X62J_gduXU7jvf8w,Phoenix,AZ,85044,33.3057367,-111.9784297,390,Italian,4
1701,EMrghF81px-wnNqEYqA0Kw,Las Vegas,NV,89145,36.16327885,-115.2891617,149,American,3
1703,rbH0HuTcBvZBbiAnqufRqQ,Las Vegas,NV,89104,36.1437273,-115.0819969,235,Mexican,4.5
1705,ftgmU5MuiXK4yP1CU3vqaw,Las Vegas,NV,89109,36.0990448,-115.1704519,21,American,3.5
1706,66jwLkSd6M0cZulZrA3zcw,Las Vegas,NV,89108,36.1973981,-115.2413232,131,American,2.5
1707,ecSkjwRS0Fn5NMkp-XwFuA,Phoenix,AZ,85016,33.523401,-112.04761,3,American,5
1712,Knnc473zh8m7IBC0oLTHkg,Las Vegas,NV,89109,36.1101081,-115.1724768,520,Asian Fusion,3.5
1713,#NAME?,Las Vegas,NV,89108,36.2029769,-115.2412101,24,Mexican,4
1715,e0CehK0lUWqd530L4-ni3A,Phoenix,AZ,85033,33.4943452,-112.2352285,23,Mexican,4
1716,CV0knwCFA-x-8jJHot6Few,Phoenix,AZ,85023,33.62638,-112.1002224,316,Greek,4.5
1717,PSY6Fpn6QRC-yWcz0Jnm1w,Phoenix,AZ,85016,33.5060411,-112.041358,23,Hawaiian,4
1718,FxEJjLZj6UdsOCGcgEufeA,Phoenix,AZ,85016,33.495194,-112.0316472,46,Mexican,4.5
1719,aKEEQqL1UFMieilnylI1gw,Las Vegas,NV,89109,36.12581862,-115.1671756,513,Italian,3.5
1721,cXgXRqB40CGHEMKQgxLDTg,Phoenix,AZ,85027,33.666693,-112.124353,257,Italian,4
1722,ikbwqjuo7VO3QQ50kXWaUg,Las Vegas,NV,89104,36.143775,-115.082142,11,American,2
1723,Z_2Ma7FLYKM8G9UG6zufIg,Las Vegas,NV,93013,36.08597502,-115.1356562,7,American,2.5
1727,zU63bs3Ofe8y1peOgOFJaA,Phoenix,AZ,85085,33.7978888,-112.1157954,86,American,3.5
1729,F8K9XTK3WN0i4G_EIXzY9g,Phoenix,AZ,85006,33.4726901,-112.064842,44,Vietnamese,3.5
1730,bs07-hLuz0dq06gIUwR5mw,Phoenix,AZ,85004,33.45287219,-112.0685496,204,American,3.5
1732,RDO51EhaqSt1Psdwcwx3Bg,Las Vegas,NV,89117,36.1573134,-115.31363,111,American,4
1735,qSNGooHe2XPOJMZI1mu-LQ,Las Vegas,NV,89113,36.060103,-115.2787738,15,American,3.5
1737,yrRzB4EZb15shCOt7axnzA,Las Vegas,NV,89119,36.0987051,-115.1367778,27,African,2.5
1738,brAUHv7Kmxx5nclssCPldA,Las Vegas,NV,89146,36.12651513,-115.224197,75,Asian Fusion,4
1740,3FlWR_osNPb8dcqLgHebHw,Las Vegas,NV,89117,36.1576912,-115.2918796,225,French,3
1741,SAfuIUZMXrOnb3LWyvYjDA,Las Vegas,NV,89123,36.02929536,-115.1158845,254,Korean,3.5
1742,OVTY-NpcTA7iXbMQmusv3A,Las Vegas,NV,89135,36.159552,-115.331914,512,American,4
1744,#NAME?,Phoenix,AZ,85053,33.6284285,-112.1311681,3,Mexican,4.5
1745,H7liERB1ZJbaIDVcuK16oA,Las Vegas,NV,89110,36.1742617,-115.0683852,26,Mexican,4
1746,z0rSmZQz9eEXjg_C3_E5-g,Las Vegas,NV,89119,36.1049744,-115.1359993,317,Greek,4
1747,o_c82LAuEV5Yr30Xp2NveA,Las Vegas,NV,89183,36.01014776,-115.1363325,122,American,3.5
1749,oaqbLDW3wNqkynlnp4mvlw,Las Vegas,NV,89119,36.09200615,-115.1760054,496,Italian,3.5
1752,z_46RY-L3vcMrH3-wxCp9w,Las Vegas,NV,89121,36.11594532,-115.0901663,131,Japanese,4.5
1755,cGwfdjfg-IVE5DC_d55xwA,Las Vegas,NV,89101,36.1734884,-115.1000743,3,Asian Fusion,3.5
1756,RKX755uAGPMerCWueEpevQ,Phoenix,AZ,85020,33.5660915,-112.0566593,36,Mexican,4
1757,8Syk4yZRivDlVUdXxIPutQ,Phoenix,AZ,85018,33.4807458,-112.0006929,148,Mexican,4
1758,OBzPCuDTMBF4xijlnffnDw,Las Vegas,NV,89115,36.240912,-115.078765,120,Mexican,4
1759,hH-4ogdPgACvrcyiccwdPA,Las Vegas,NV,89106,36.16480714,-115.1575814,18,American,2.5
1760,vtJe3fNnpg89UJR2M1SNcA,Las Vegas,NV,89110,36.17568494,-115.0636038,3,Mexican,3.5
1761,9kPbAt95kECBGGi_e5yV0Q,Las Vegas,NV,89103,36.1121086,-115.1831938,24,American,5
1764,mQeWho9G2R9NpYfAVfR81g,Las Vegas,NV,89169,36.12891388,-115.1250763,4,American,4
1765,VkECNTcZZ1mdN-VJltJcWA,Las Vegas,NV,89119,36.1001658,-115.1389824,147,Thai,3.5
1766,XZbuPXdyA0ZtTu3AzqtQhg,Las Vegas,NV,89109,36.11712457,-115.1747927,3012,Mexican,4
1767,aEtbk_LuJREjm66jKmCQRw,Las Vegas,NV,89123,36.05680118,-115.1290065,26,Mediterranean,5
1768,409qhf4RF0rlxcuaM576Qg,Las Vegas,NV,89148,36.09409995,-115.296839,78,Mexican,2.5
1771,LjCrhp_Rys2bCIJHz5EGBA,Phoenix,AZ,85018,33.4808649,-112.0116306,35,Chinese,3
